"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","EDUEXP","TRY","USD_STUDENT","A","2014",,"M"
"SAU","EDUEXP","TRY","USD_STUDENT","A","2015",,"M"
"SAU","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"AUS","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"AUS","EDUEXP","TRY","USD_STUDENT","A","2000",12509.525,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2005",14171.662,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2008",15768.224,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2009",16598.47,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2010",16326.008,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2011",16382.439,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2012",16002.705,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2013",18252.758,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2014",19493.583,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2015",20344.156,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2000",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2008",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2009",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2010",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2011",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2012",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2013",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2014",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2015",,"M"
"CAN","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"FIN","EDUEXP","TRY","USD_STUDENT","A","1995",9815.014,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2000",10653.44,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2005",12332.331,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2008",15525.891,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2009",16732.181,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2010",17189.078,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2011",18181.893,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2012",18045.931,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2013",18017.692,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2014",17874.633,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2015",17591.236,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"POL","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"POL","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"POL","EDUEXP","PRY","USD_STUDENT","A","2012",6579.911,
"POL","EDUEXP","PRY","USD_STUDENT","A","2013",6932.509,
"POL","EDUEXP","PRY","USD_STUDENT","A","2014",7038.779,
"POL","EDUEXP","PRY","USD_STUDENT","A","2015",6757.402,
"POL","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2011",,"M"
"ESP","EDUEXP","PRY","USD_STUDENT","A","2012",7010.503,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2013",6967.591,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2014",7052.457,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2015",7320.476,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2000",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2008",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2009",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2010",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2011",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2012",24848.249,
"CHE","EDUEXP","TRY","USD_STUDENT","A","2013",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2014",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2015",,"M"
"CHE","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"TUR","EDUEXP","PRY","USD_STUDENT","A","2011",2608.279,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2012",3083.449,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2013",3366.953,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2014",4047.483,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2015",4134.101,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"USA","EDUEXP","TRY","USD_STUDENT","A","1995",15696.515,
"USA","EDUEXP","TRY","USD_STUDENT","A","2000",19479.21,
"USA","EDUEXP","TRY","USD_STUDENT","A","2005",23637.284,
"USA","EDUEXP","TRY","USD_STUDENT","A","2008",26949.29,
"USA","EDUEXP","TRY","USD_STUDENT","A","2009",26996.102,
"USA","EDUEXP","TRY","USD_STUDENT","A","2010",25681.085,
"USA","EDUEXP","TRY","USD_STUDENT","A","2011",26202.939,
"USA","EDUEXP","TRY","USD_STUDENT","A","2012",27526.953,
"USA","EDUEXP","TRY","USD_STUDENT","A","2013",27578.869,
"USA","EDUEXP","TRY","USD_STUDENT","A","2014",29328.235,
"USA","EDUEXP","TRY","USD_STUDENT","A","2015",30003.244,
"USA","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2000",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2008",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2009",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2010",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2011",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2012",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2013",3611.657,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2014",5045.306,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2015",,"M"
"ARG","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"CHL","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"CHL","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"CHL","EDUEXP","PRY","USD_STUDENT","A","2005",2092.862,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2008",2947.366,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2009",3268.635,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2010",3335.981,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2011",3815.409,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2012",4562.952,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2013",4484.212,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2014",4111.363,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2015",4149.815,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2016",5063.831,
"GRC","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2011",,"M"
"GRC","EDUEXP","PRY","USD_STUDENT","A","2012",5266.456,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2013",5607.926,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2014",5862.436,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2015",5809.73,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2011",,"M"
"IRL","EDUEXP","PRY","USD_STUDENT","A","2012",8730.453,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2013",8127.569,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2014",7977.409,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2015",8287.532,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2011",,"M"
"KOR","EDUEXP","PRY","USD_STUDENT","A","2012",9836.085,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2013",10222.191,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2014",10450.124,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2015",11047.406,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"MEX","EDUEXP","TRY","USD_STUDENT","A","1995",4334.289,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2000",4617.722,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2005",6224.856,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2008",7503.77,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2009",12629.619,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2010",8138.081,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2011",7889.055,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2012",8187.961,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2013",7693.476,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2014",8900.553,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2015",8169.657,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"NLD","EDUEXP","PRY","USD_STUDENT","A","1995",3236.164,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2000",4521.844,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2005",6363.594,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2008",7327.4,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2009",7700.458,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2010",7739.416,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2011",7856.617,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2012",8068.535,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2013",8674.954,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2014",8394.143,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2015",8477.554,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"NOR","EDUEXP","TRY","USD_STUDENT","A","1995",10795.54,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2000",12947.664,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"NOR","EDUEXP","TRY","USD_STUDENT","A","2008",18613.199,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2009",19038.247,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2010",18872.644,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2011",18972.521,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2012",20051.786,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2013",21179.183,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2014",21009.106,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2015",20972.968,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"SVK","EDUEXP","TRY","USD_STUDENT","A","1995",4843.808,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2000",4807.971,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2005",5845.753,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2008",6540.994,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2009",6728.555,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2010",7197.956,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2011",8210.5,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2012",9281.666,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2013",10224.654,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2014",11233.518,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2015",15873.902,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2000",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2008",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2009",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2010",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2011",14336.966,
"BRA","EDUEXP","TRY","USD_STUDENT","A","2012",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2013",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2014",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2015",,"M"
"BRA","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2011",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2012",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2013",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2014",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2015",,"M"
"IND","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"ISR","EDUEXP","TRY","USD_STUDENT","A","1995",11319.217,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2000",11302.072,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2005",9952.302,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2008",10658.303,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2009",10403.352,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2010",10340.479,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2011",11686.8,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2012",11681.279,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2013",13592.399,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2014",13103.167,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2015",11003.178,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","1995",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","2000",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","2005",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","2008",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","2009",,"M"
"RUS","EDUEXP","TRY","USD_STUDENT","A","2010",7104.925,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2011",7424.24,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2012",8173.642,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2013",8747.536,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2014",8919.073,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2015",8369.105,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2016",,"M"
"AUS","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"AUS","EDUEXP","PRY","USD_STUDENT","A","2000",4551.773,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2005",6003.642,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2008",7103.982,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2009",8586.906,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2010",9392.476,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2011",9099.439,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2012",8591.244,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2013",9241.993,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2014",9257.998,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2015",9545.894,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","1995",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2000",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2005",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2008",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2009",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2010",,"M"
"CAN","EDUEXP","PRY","USD_STUDENT","A","2011",8131.446,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2012",9129.751,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2013",9349.314,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2014",9310.792,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2015",9249.394,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2016",,"M"
"DNK","EDUEXP","TRY","USD_STUDENT","A","1995",9833.063,
